,SEGMENTO,SEGMENTO_II,SUBSEGMENTO,TIPO,TIPO_II,SUBTIPO,SUBTIPO_II,INGREDIENTES,SABOR,PRESENTACION,ENVASE,RECURSO,UNIDADES_EN_000
321,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,OTR. ENVASES,46,0.001
322,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,TINA,300,0.6930000000000001
323,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,ACEITE DE OLIVA,OTHERS,ACEITE DE OLIVA,SIN SABOR,SIN PRESENTACION,BOTELLA/PLASTICO,100,0.0
324,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,ACEITE DE AGUACATE,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,100,56.033
325,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,ACEITE DE AJONJOLI,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,100,46.687
326,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,ACEITE DE SOYA,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,100,23.18
327,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,LIMON,SIN SABOR,SIN PRESENTACION,BOTE/PLASTICO,5889,0.114
328,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,LIMON,SIN SABOR,SIN PRESENTACION,BOTELLA,5889,0.005
329,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA/OTR. MATERIALES,101,0.467
330,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTE/PLASTICO,100,13.684
331,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTELLA,100,14.004
332,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTELLA,101,31.384
333,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTELLA,3854,48.938
334,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTELLA,887,0.03
335,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTELLA/PLASTICO,101,31.392
336,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTELLA/PLASTICO,3854,58.019
337,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,DOYPACK,101,0.146
338,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/PLASTICO,100,18.874
339,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/PLASTICO,141,0.299
340,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/PLASTICO,7173,173.312
341,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,100,1096.49
342,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,101,26.005
343,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,141,0.043
344,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,3159,0.45599999999999996
345,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,7,0.0
346,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,7173,39.62
347,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,SQUEEZABLE/OTR. MATERIALES,100,4.89
348,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,100,2093.609
349,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,101,109.342
350,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,141,0.183
351,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,15,0.026
352,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,2100,0.001
353,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,3159,0.02
354,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,3854,178.148
355,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,4800,0.222
356,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,5889,0.013000000000000001
357,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,7,0.002
358,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,7173,292.54200000000003
359,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,7351,0.001
360,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,7353,7.802
361,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,8545,5.248
362,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,887,0.316
363,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,8875,0.006
364,ADEREZO DE MAYONESA,ADEREZO DE MAYONESA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,8970,0.002
365,ADEREZO DE MAYONESA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,100,2258.696
366,ADEREZO DE MAYONESA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,101,179.644
367,ADEREZO DE MAYONESA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,141,0.712
368,ADEREZO DE MAYONESA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,3854,208.797
369,ADEREZO DE MAYONESA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,4800,0.003
370,ADEREZO DE MAYONESA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,630,83.235
371,ADEREZO DE MAYONESA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,7173,342.365
372,ADEREZO DE MAYONESA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,887,0.183
373,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,ACEITE DE OLIVA,OTHERS,ACEITE DE OLIVA,SIN SABOR,SIN PRESENTACION,BOTELLA,2100,1.8860000000000001
374,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,ACEITE DE OLIVA,OTHERS,ACEITE DE OLIVA,SIN SABOR,SIN PRESENTACION,BOTELLA,32,0.454
375,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,ACEITE DE OLIVA,OTHERS,ACEITE DE OLIVA,SIN SABOR,SIN PRESENTACION,BOTELLA/PLASTICO,100,0.001
376,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,ACEITE DE OLIVA,OTHERS,ACEITE DE OLIVA,SIN SABOR,SIN PRESENTACION,BOTELLA/PLASTICO,2100,0.76
377,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,ACEITE DE OLIVA,OTHERS,ACEITE DE OLIVA,SIN SABOR,SIN PRESENTACION,BOTELLA/VIDRIO,32,0.512
378,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,ACEITE DE OLIVA,OTHERS,ACEITE DE OLIVA,SIN SABOR,SIN PRESENTACION,FRASCO/PLASTICO,4800,1.036
379,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,ACEITE DE OLIVA,OTHERS,ACEITE DE OLIVA,SIN SABOR,SIN PRESENTACION,SQUEEZABLE/PLASTICO,2100,1.08
380,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,LIMON,SIN SABOR,SIN PRESENTACION,BOTELLA,100,2.197
381,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,LIMON,SIN SABOR,SIN PRESENTACION,BOTELLA,101,409.114
382,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,LIMON,SIN SABOR,SIN PRESENTACION,BOTELLA/PLASTICO,101,0.001
383,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,LIMON,SIN SABOR,SIN PRESENTACION,BOTELLA/VIDRIO,101,595.015
384,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,LIMON,SIN SABOR,SIN PRESENTACION,FRASCO/PLASTICO,100,0.201
385,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,LIMON,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,100,322.791
386,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,LIMON,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,101,560.105
387,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,LIMON,SIN SABOR,SIN PRESENTACION,SQUEEZABLE/PLASTICO,100,30.740000000000002
388,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTELLA,100,0.001
389,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTELLA,3854,29.628999999999998
390,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTELLA/PLASTICO,3854,39.401
391,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/PLASTICO,3377,0.577
392,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/PLASTICO,630,2726.522
393,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,100,0.001
394,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,101,578.561
395,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,16,0.189
396,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,2221,287.629
397,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/VIDRIO,3854,0.0
398,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,OTR. SUBTIPOS,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,SQUEEZABLE/PLASTICO,100,0.0
399,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN COLESTEROL,OTHERS,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO/PLASTICO,100,0.001
400,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,0,0.177
401,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,100,26.95
402,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,101,3002.503
403,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,12,0.068
404,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,16,0.155
405,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,2100,8.206
406,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,2221,32.136
407,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,32,1.192
408,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,3377,0.703
409,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,3854,119.13
410,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,4800,0.707
411,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,630,4474.677
412,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,7760,0.035
413,BAJO EN GRASA,BAJO EN GRASA,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,OTHERS,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,8545,2.6020000000000003
414,BAJO EN GRASA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,100,0.008
415,BAJO EN GRASA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,101,3409.703
416,BAJO EN GRASA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,16,0.229
417,BAJO EN GRASA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,2100,4.98
418,BAJO EN GRASA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,2221,0.10300000000000001
419,BAJO EN GRASA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,32,0.277
420,BAJO EN GRASA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,3377,0.016
421,BAJO EN GRASA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,3854,179.065
422,BAJO EN GRASA,SIN SEGMENTO_II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO_II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,SIN ENVASE,630,4197.96
423,CALABAZA,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,CARTON,107,0.01
424,CALABAZA,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,CARTON,107,0.004
425,CALDILLO,SIN SEGMENTO II,SIN SUBSEGMENTO,NATURAL,CONDIMENTADO,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA,110,459.13
426,CALDILLO,SIN SEGMENTO II,SIN SUBSEGMENTO,NATURAL,CONDIMENTADO,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,CARTON,7639,162.653
427,CALDILLO,SIN SEGMENTO II,SIN SUBSEGMENTO,NATURAL,SIN TIPO_II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA,110,477.50100000000003
428,CALDILLO,SIN SEGMENTO II,SIN SUBSEGMENTO,NATURAL,SIN TIPO_II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,CARTON,100,1853.667
429,CALDILLO,SIN SEGMENTO II,SIN SUBSEGMENTO,NATURAL,SIN TIPO_II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,CARTON,101,0.01
430,CALDILLO,SIN SEGMENTO II,SIN SUBSEGMENTO,NATURAL,SIN TIPO_II,SIN SUBTIPO,SIN SUBTIPO II,SIN INGREDIENTES,SIN SABOR,SIN PRESENTACION,CARTON,7639,2041.979
